stream_id,title,started_at,stream_tag_names
-RgFjefi8cU,Let’s study English together📝9回目！自習の成果をどどどーん！！💪✨【白銀ノエル/ホロライブ】,2021-03-18 03:00:43,英語勉強
bVvdZCCGVbY,Let’s study English together📝8回目！新たなストーリーモードを解放すべく今日も頑張る💪✨【白銀ノエル/ホロライブ】,2021-03-16 03:00:39,英語勉強
DJcTQ5ezAb4,Let’s study English together📝7回目！土日の間に忘れてないかな？！👀💡【白銀ノエル/ホロライブ】,2021-03-15 03:01:28,英語勉強
fmCV6USJLqA,【#ホロAmongUs​】今日は脳筋ではなく頭脳派でいきます....【ホロライブ/白銀ノエル】,2021-03-14 12:00:32,ゲーム コラボ
ksVnH4aubdQ,#06【仁王1】近畿編クリア目指す！脳筋女侍の旅⚔【白銀ノエル/ホロライブ】,2021-03-14 02:00:43,ゲーム
gshTM8MeGcg,Let’s study English together📝6回目！頭をシャキッと起こして勉強だ💡【白銀ノエル/ホロライブ】,2021-03-12 03:00:29,英語勉強
pIr1RBkS_tI,#05【ドラゴンクエスト11S】みんな大好き船きちゃあああ？！THE・騎士道まっしぐらな脳筋女騎士、今日も大冒険ッ！【白銀ノエル/ホロライブ】※ネタバレあり,2021-03-11 14:00:59,ゲーム
FPCtq8GcLQQ,Let’s study English together📝5日目！文法もしっかり理解する🔥【白銀ノエル/ホロライブ】,2021-03-11 03:00:30,英語勉強
RBEqJ_UjPlA,【雑談】スパチャ感謝！お礼とお喋りするる🍀【白銀ノエル/ホロライブ】,2021-03-10 13:00:14,雑談
du1mJ1un8hg,Let’s study English together📝4日目！英語つよつよ目指して今日も頑張る🐄✨【白銀ノエル/ホロライブ】,2021-03-10 03:00:01,英語勉強
Da2nO7q2Nfw,#04【ドラゴンクエスト11S】旅は道連れ世は情け...仲間も増えてワイワイ行こう！【白銀ノエル/ホロライブ】※ネタバレあり,2021-03-09 08:00:23,ゲーム
MA2sOAINA0Q,Let’s study English together📝3日目！亀さん速度で成長中🐢✨【白銀ノエル/ホロライブ】,2021-03-09 04:00:41,英語勉強
kbi7zraLxYg,Let’s study English together📝2日目！基礎の基礎から勉強だ～！！【白銀ノエル/ホロライブ】,2021-03-08 04:00:45,英語勉強
SkRtWQh63ds,#05【仁王1】近畿編！脳筋女騎士だけど頭脳戦もがんばる💪✨【白銀ノエル/ホロライブ】,2021-03-07 01:00:23,ゲーム
qEABsUAnhW8,【耐久歌枠】90万人見届けたい🎶全力で沢山歌いまっ💪🌟【白銀ノエル/ホロライブ】,2021-03-06 06:00:55,歌枠 耐久
N1DEo_32-t4,#03【ドラゴンクエスト11S】カミュと一緒にツボ割ｒ...冒険だ～！！【白銀ノエル/ホロライブ】※ネタバレあり,2021-03-05 07:00:16,ゲーム
rQwmMfRehsU,Let’s study English together📝1日目！英語苦手な脳筋女騎士、今日から英語の勉強する💪【白銀ノエル/ホロライブ】,2021-03-05 03:00:25,英語勉強
z6j6eFKJBvs,【ASMR/KU100】耳の日👂全力で貴方のお耳をあまあま癒します💓Mama Relax Whisper.Ear Cleaning.Ear Massage.【白銀ノエル/ホロライブ】,2021-03-03 14:01:03,ASMR
wfXlMXmxUPE,#02【ドラゴンクエスト11S】自分を知る旅、いざ！【白銀ノエル/ホロライブ】※ネタバレあり,2021-03-03 09:41:27,ゲーム
AodgMJ4gK2o,#01【ドラゴンクエスト11S】ずっと会いたかった。この瞬間、女騎士は勇者の一歩を踏み出す。【白銀ノエル/ホロライブ】※ネタバレあり,2021-03-02 09:00:32,ゲーム
PQzbWqcjUEk,【月末晩酌】復ッッ活ッ！！三度目の正直！【白銀ノエル/ホロライブ】,2021-02-28 12:59:39,雑談
kTvKlDm_8b8,#04【仁王1】新編突入！九州を離れてどこへいく？！【白銀ノエル/ホロライブ】,2021-02-28 01:06:32,ゲーム
uHAzSD-BNps,#03【仁王1】九州編後半！脳筋女騎士と闇の奥へ行こう...。【白銀ノエル/ホロライブ】,2021-02-20 01:00:22,ゲーム
FRzt7niKENM,【晩酌感想会】ライブお疲れさま🌸いっぱいお喋りしよ～！！🎉【白銀ノエル/ホロライブ】,2021-02-18 13:00:03,雑談
NevzNZS_2JM,#02【仁王1】九州上陸🔥打倒鬼！！！【白銀ノエル/ホロライブ】,2021-02-18 08:00:16,ゲーム
9Ur1dFz76S0,【仁王1】ダーク戦国アクション？！脳筋女騎士の新たな旅！【白銀ノエル/ホロライブ】,2021-02-16 10:00:43,ゲーム
1Aon2lx8tfE,【歌枠】HappyValentine💕KU100で歌います(？)🎶【白銀ノエル/ホロライブ】,2021-02-14 13:06:47,歌枠
bu7NHn2hXLc,【ゼルダの伝説BotW】ハイラル城潜入！！脳筋女騎士パワーでガノン討伐目指す！【白銀ノエル/ホロライブ】,2021-02-14 01:00:26,ゲーム
4C88I-_kc9A,【桃太郎電鉄】成 金 女 騎 士【#ホロ鉄10年​/白銀ノエル】,2021-02-13 11:10:19,ゲーム 企画
_NKDEtXcURk,【ゼルダの伝説BotW DLC】英傑たちの詩ラスト！最後の試練【白銀ノエル/ホロライブ】,2021-02-13 03:10:27,ゲーム
GJ3qTGVRtpY,【歌枠】沢山歌いたい🎶85万人耐久歌枠！【白銀ノエル/ホロライブ】,2021-02-11 11:00:14,歌枠 耐久
92-l3kE6X60,【ゼルダの伝説BotW DLC】残り3人の思い出めぐり🔥【白銀ノエル/ホロライブ】,2021-02-07 01:00:28,ゲーム
yxphM8tyof8,【ゼルダの伝説BotW DLC】英傑たちの思い出を感じたい...【白銀ノエル/ホロライブ】,2021-02-06 01:00:29,ゲーム
sf6963hzHB4,【Minecraft】今度は牛丼屋(beef bowl shop)作り！まずは素材あつめから🔥【白銀ノエル/ホロライブ】,2021-02-01 13:00:22,ゲーム
ArlJDKtEyu8,【歌枠】Let's sing♡月末歌枠🎤1月もありがとう！【白銀ノエル/ホロライブ】,2021-01-31 12:00:32,歌枠
uB53SJNuToA,【Minecraft】実家のような和風建築🏠Japanese style House！【白銀ノエル/ホロライブ】,2021-01-29 15:00:12,ゲーム
TIrQY21PQtc,【Minecraft】My House🔨実家のような安心感を目指して！【白銀ノエル/ホロライブ】,2021-01-28 08:15:14,ゲーム
QWfeU8HV5i8,【深夜雑談】ゆるゆるお休み前に！お酒コラボの話etc...🍶【白銀ノエル/ホロライブ】,2021-01-26 14:01:01,雑談 コラボ
g8sMJmei1ig,【ゼルダの伝説BotW DLC】敗北団長...🔥【白銀ノエル/ホロライブ】,2021-01-24 02:00:36,ゲーム
vIJw9Pqvhtk,【モーリーオンライン】後輩(5期生)ちゃんのグッズを華麗にGETする先輩...🕺✨【白銀ノエル/ホロライブ】,2021-01-22 10:00:24,ゲーム
HBnMNFT00wM,【80万人耐久】GO！Dancho！平日から地獄をのぞいてみない？Let's sing🎤🎶【白銀ノエル/ホロライブ】,2021-01-21 10:01:05,歌枠 耐久
wZuyHRgTShc,【Minecraft】寝る前のネザライトまいにんぐ🔨目指せ！全身つよつよ装備！【白銀ノエル/ホロライブ】,2021-01-20 13:00:07,ゲーム
Ag0XhQ-EDf0,【Minecraft】今更ながらアプデしたホロ鯖を探検したい...ッ！【白銀ノエル/ホロライブ】,2021-01-19 13:00:16,ゲーム
L0om6Ob96tg,#17【ゼルダの伝説BotW】ゼルダ姫に土下座するべく戦いの準備をしよう【白銀ノエル/ホロライブ】,2021-01-17 03:00:43,ゲーム
hAm5rZTZQSk,【歌枠】Let's sing🎶新ノエスタで初歌🎤【白銀ノエル/ホロライブ】,2021-01-14 10:00:42,歌枠
cXEGG7ccSwA,【深夜雑談】おやすみ前に団長とお喋りしよ💤【白銀ノエル/ホロライブ】,2021-01-13 15:00:44,雑談
don2c-2HYVU,【#ホロお正月CUP】団長...とまるんじゃ...ねぇぞ...🕺【白銀ノエル/ホロライブ】,2021-01-11 09:55:01,ゲーム 企画 コラボ
DAos6mJmi6M,【#雑ホロ杯】前夜祭🌸最下位は回避したい(切実)【白銀ノエル/ホロライブ】,2021-01-10 12:00:34,ゲーム 企画 コラボ
NLV6M5OG_XQ,【マリオカート8DX】ヤバイ！！ダンボールからswitchを発掘した...よ...🚙Let's go for a drive with the Dancho!【白銀ノエル/ホロライブ】,2021-01-09 14:00:33,ゲーム 参加型
4_mxkle_jpw,【#ノエフレお泊り】神社でお参り後...新ノエスタで新春晩酌するぞお🌸【白銀ノエル/不知火フレア】,2021-01-06 13:05:30,雑談 コラボ
fs0G4EgDhiE,【#パブ白銀】久々開店🍸晩酌しながら団員さんの抱負を応援します【白銀ノエル/ホロライブ】,2021-01-02 13:00:46,雑談 企画
glEgH6oj7C8,【謹賀新年】🎍2021年もよろしくお願いします(Happy New Year!)🎍【白銀ノエル/ホロライブ】,2021-01-01 13:00:51,雑談
8hGql0QZ208,【忘年会】晩酌しながら年末最後の振り返り配信！Thanks for a great year！【白銀ノエル/ホロライブ】,2020-12-30 12:00:34,雑談
Vk3JwVydfCY,【#ほろ酔いAmongUs】Drunk knight 飲酒女騎士【白銀ノエル/ホロライブ】,2020-12-25 14:01:35,ゲーム コラボ
-qwuunwIEc8,【#ホロライブクリスマス】聖なる日に歌リレー🎄Let's Sing a Song🎤団長の歌でリレーは繋げられるのか...？！【白銀ノエル/ホロライブ】,2020-12-25 05:59:35,歌枠 企画
uN-c6TXbIM0,【感想会】hololive 2nd fes お疲れさま＆ありがとう雑談🍀【白銀ノエル/ホロライブ】,2020-12-23 15:31:11,雑談
0BRSRenIc7s,【立体音響/KU100】ママみ少し🍼ライブ前に耳掃除して備えましょう💓Mama Relax Whisper.Ear Cleaning.Ear Massage.【白銀ノエル/ホロライブ】,2020-12-20 15:00:36,ASMR
GWLry8fC99o,【歌枠】ライブ前にリサイタル開催！！！団長の歌をきけぇぇぇぇ🎶【白銀ノエル/ホロライブ】,2020-12-20 06:00:18,歌枠
ofnPnGl2Tw8,【#オクホロ】団長は布教されたい！オクトパストラベラー×ホロライブスペシャルコラボ！【ネタバレあり】,2020-12-18 10:02:31,ゲーム 案件 コラボ
hf8vbqCM8qo,【花子さん】本当に無理【白銀ノエル/ホロライブ】,2020-12-17 14:01:17,ゲーム
BZnzvVaAgXg,【雑談】みんなで好きなことをいっぱい語りあおう💕【白銀ノエル/ホロライブ】,2020-12-16 15:00:47,雑談
KUoy2rOxKR0,【#にじホロ宇宙人狼】団長...圧、出せるのか...？【白銀ノエル/ホロライブ】,2020-12-16 10:02:41,ゲーム コラボ
D_STZVLfEFY,【#謎肉牛丼ASMR】アフタートークと謎肉牛丼ASMR配信します！,2020-12-12 11:00:28,ASMR 案件
Cy3H0fTmgcU,【#デジタル牛丼食事会】新商品『カップヌードル謎肉牛丼』みんなと一緒に食べる！,2020-12-12 03:00:19,案件
HvBqD1pYosY,【Minecraft】クリスマス間近！団長も準備するでぃ😎🎄【白銀ノエル/ホロライブ】,2020-12-10 15:11:41,ゲーム
sjKsUZ8wM-8,【#白銀ノエル謎肉牛丼】新発売『カップヌードル謎肉牛丼』の食レポ配信します！,2020-12-08 11:00:12,案件
Skzqsp9vEEw,【雑談】近況雑談！嬉しいことが沢山あるの！！【白銀ノエル/ホロライブ】,2020-12-07 11:00:51,雑談
RAZz4CJLeJ4,#16【ゼルダの伝説BotW】ボス戦間近！！アッカレ研究所や大妖精の泉を探す👀✨【白銀ノエル/ホロライブ】,2020-12-06 00:59:47,ゲーム
cAuR_hV4vvk,【70万人耐久】地獄の耐久歌枠🔥70万人になるのが先か、団員さんの鼓膜がおかしくなるのが先かーーー【白銀ノエル/ホロライブ】,2020-12-05 02:10:42,歌枠 耐久
WGJIl9JBgec,【お礼雑談】誕生日のスパチャお礼配信🌸part.2【白銀ノエル/ホロライブ】,2020-12-04 15:31:22,雑談
C-gpFtSOlJU,【Minecraft】深夜のフリーダムマイクラ🎶【白銀ノエル/ホロライブ】,2020-12-02 14:01:03,ゲーム
bCYYCCPE1nQ,【ゼルダの伝説BotW】ボス戦前に思い出の地を巡る！！【白銀ノエル/ホロライブ】,2020-11-29 01:01:00,ゲーム
jQ0yJRPrkx0,【歌枠】Sing a Song🎶誕生日で歌えなかった曲をリベンジ！団長のお歌を聞けぇぇぇ！【白銀ノエル/ホロライブ】,2020-11-27 13:00:19,歌枠
Jfuz-3esH_0,【お礼雑談】まったり誕生日カウントダウン＆当日に頂いたスパチャお礼配信🌸【白銀ノエル/ホロライブ】,2020-11-25 14:31:11,雑談
DPUF6jrWo0Q,【#白銀ノエル誕生祭2020】素敵な誕生日をみんなで過ごしたい✨【白銀ノエル/ホロライブ】,2020-11-24 12:00:48,記念
g5ojIYJm37w,【晩酌】HAPPY BIRTHDAY🌟誕生日カウントダウン！みんなでそわそわドキドキしよ✨【白銀ノエル/ホロライブ】,2020-11-23 14:31:01,記念
ahxk2ydMNbc,【#お姉さん組】オフコラボ！70％の力で歌ったり話したり🎶【白銀ノエル/宝鐘マリン/不知火フレア】,2020-11-22 12:01:23,歌枠 コラボ
JGejuY_FELk,【Minecraft】ホロ運動会お疲れさま！振り返りながら雑談＋マイクラ！【白銀ノエル/ホロライブ】,2020-11-22 01:00:30,ゲーム
5LG8pxP0pkQ,【ASMR/KU100】ARA ARA♡ネタ要素多めのお姉さんがお耳を癒します(？)♡Whispering/EarCleaning＆Massage【白銀ノエル/ホロライブ】,2020-11-20 14:05:17,ASMR
tbewVXoyPwU,【ゼルダの伝説BotW】ガノン討伐前に思い出巡り！MAP埋めつつ思い出フォトスポット探す✨【白銀ノエル/ホロライブ】,2020-11-20 06:00:59,ゲーム
repFgF-8ryY,【#Minecraft】深夜マイクラ！運動会のお手伝いする！！【白銀ノエル/ホロライブ】,2020-11-19 15:01:28,ゲーム
32awkTs31HQ,【#ホロのぐいぐい宇宙人狼】コラボ霊圧皆無の団長は果たしてぐいぐい圧を出せるのか・・・？【白銀ノエル/ホロライブ】,2020-11-18 12:02:05,ゲーム コラボ
UJNwdYnbY10,#15.5【ゼルダの伝説BotW】約１ヵ月ぶり？！脳筋女騎士が最後の神獣を解放する！！【白銀ノエル/ホロライブ】,2020-11-14 01:00:42,ゲーム
MwmO3Cr3dWQ,【歌枠】テントから楽しく歌っちゃお🎶Singing for you💓【白銀ノエル/ホロライブ】,2020-11-12 09:00:31,歌枠
YfTzNSz-vjI,【#雑談】超絶久々なソロ配信🍀団長のこと忘れてない？！【白銀ノエル/ホロライブ】,2020-11-08 08:01:02,雑談
9BZzTrrBnIM,【#ノエフレお泊り】久々のオフコラボ💕深夜の晩酌配信【白銀ノエル/不知火フレア】,2020-11-01 14:02:39,雑談 コラボ
X4uIRicmUGU,【月末雑談】何気に久々の雑談～！ゆるゆるお喋りしたい🌸【白銀ノエル/ホロライブ】,2020-10-29 13:01:16,雑談
R7ixFRyup28,【#雑ホロAmongUs】こんまっしゅる～💕脳筋女騎士だけど生き残りたいッ！【白銀ノエル/ホロライブ】,2020-10-27 13:00:48,ゲーム コラボ
fQV1zUkwNIc,【Minecraft】深夜マイクラ！！【白銀ノエル/ホロライブ】,2020-10-26 14:13:38,ゲーム
rf5zve7PoD4,【耐久歌枠】60万人目指して耐久歌枠🔥団長の歌で団員さん増えるのかな？...(恐怖)【白銀ノエル/ホロライブ】,2020-10-25 03:00:49,耐久 歌枠
QWU-JyTqDCw,【歌枠】ライブも決まったし歌いまっする💪✨【白銀ノエル/ホロライブ】,2020-10-24 10:00:42,歌枠
Q9iJKmQvR18,枠バグ😫【#ノエちょこ】お泊りASMR♡あまあまな時間🌸KU100使用。【白銀ノエル/癒月ちょこ】,2020-10-23 15:50:17,ASMR 企画 コラボ
WeG18OZ48Oo,【新衣装お披露目】ゴスロリが流行ってる中、団長は…？？？【白銀ノエル/ホロライブ】,2020-10-21 13:11:33,新衣装
iC5b2u82KX0,【Minecraft】深夜のゲリラマイクラ🔨✨【白銀ノエル/ホロライブ】,2020-10-20 15:16:37,ゲーム
3g_agmmPgR8,#15【ゼルダの伝説BotW】男子禁制の街⚡果たして雷の神獣を攻略できるのか？！【白銀ノエル/ホロライブ】,2020-10-18 01:00:25,ゲーム
uz5j0mztcHc,#14【ゼルダの伝説BotW】三体目の神獣目指して新たな冒険！！【白銀ノエル/ホロライブ】,2020-10-17 01:00:21,ゲーム
Vv2kZiXLIm8,【歌枠】珍しくテントから歌う🎤✨【白銀ノエル/ホロライブ】,2020-10-16 10:04:25,歌枠
c6ZA92RJrpM,【#ホロAmongUs】ぽんこつ脳筋でも生き残りたい【白銀ノエル/ホロライブ】,2020-10-15 10:01:29,ゲーム コラボ
ts0IUiYnTc8,【Minecraft/家作り#01】土地探し！本格的に建築家目指して🔥【白銀ノエル/ホロライブ】,2020-10-14 14:00:29,ゲーム
Ak4ZAk6PRrk,寄り道回#02【ゼルダの伝説BotW】ほこら＆ミニチャレンジ！ハートをいっぱい増やしたい💓【白銀ノエル/ホロライブ】,2020-10-14 02:00:05,ゲーム
VUBoAjINJIw,【Fall Guys】セカンドシーズン初見！1時間で1位なるか...？！🐣✨【白銀ノエル/ホロライブ】,2020-10-13 13:00:06,ゲーム
EdbkG0f5pV8,寄り道回#01【ゼルダの伝説BotW】コログしれんやミニチャレンジしよ～💪✨【白銀ノエル/ホロライブ】,2020-10-11 01:00:59,ゲーム 企画
hK-7q9n0mrk,#13【ゼルダの伝説BotW】炎の神獣を鎮めまっする💪🔥【白銀ノエル/ホロライブ】,2020-10-10 01:01:03,ゲーム
_1s1WT0bl5Y,【Minecraft】脳筋女騎士だけど建築家になりたい！とりあえず使えそうな資源探し🔨✨【白銀ノエル/ホロライブ】,2020-10-08 15:11:22,ゲーム
Ckj2nXGyQZo,【朝活】脳筋女騎士は昼夜逆転をなおす...💤【白銀ノエル/ホロライブ】,2020-10-07 22:01:04,雑談
EJSICFkVzsg,【#ホロファン勇者嫁】朗読劇『選ばれなかった勇者の花嫁』を一緒に同時視聴しましょう✨【白銀ノエル/兎田ぺこら/宝鐘マリン】,2020-10-04 07:46:10,同時視聴 企画 コラボ
WJk8xzd3OYw,【おうち3D】晩酌しながら歌ったりフリーダムタイム💕いつもとは違う団長だよ～！【白銀ノエル/ホロライブ】,2020-10-03 13:00:48,雑談 歌枠
bybQt2q7Hnk,#12【ゼルダの伝説BotW】新たな四神獣目指して🔥冒険再び！【白銀ノエル/ホロライブ】,2020-10-03 01:09:58,ゲーム
6NOGLlnk2Jo,※開始20分～【SUPER MARIO BROS. 35】マリオ初心者の脳筋女騎士だけどバトロワ参加します💪🔥【白銀ノエル/ホロライブ】,2020-10-02 14:00:41,ゲーム
_gb44X05LsU,【#ノエマリASMR】お泊りオフコラボ🌸団長が船長にASMRを伝授しまっする💪✨(KU100＆ダミヘ使用)【白銀ノエル/宝鐘マリン】,2020-09-30 14:01:54,ASMR 企画 コラボ
iWXE84rNmr0,【#のえわた朝活】お泊り会☀何気に二人っきりは初めてな二人...💪🐑【白銀ノエル/ホロライブ】,2020-09-28 01:01:26,雑談 コラボ
x2xWFiqFcpQ,【歌枠】定番の曲から初めて歌う曲まで！沢山歌おう🎤✨【白銀ノエル/ホロライブ】,2020-09-26 09:00:39,歌枠
AxZwugWRdWE,【Minecraft】超絶久々のリハビリマイクラ(inホロ鯖)！とりあえず生きる...ッ！【白銀ノエル/ホロライブ】,2020-09-23 14:00:01,ゲーム
TBcZYbyhNmM,【歌枠】謎の元気が出ると噂の歌枠🍀楽しい1時間にしよ！【白銀ノエル/ホロライブ】,2020-09-21 10:00:18,歌枠
Vqkd7R6pgoA,#11【ゼルダの伝説BotW】脳筋女騎士🌳コログの森を探して三千里！ポーチを増やしたい！【白銀ノエル/ホロライブ】,2020-09-20 01:00:58,ゲーム
ofIvZMLHuPE,#10.5【ゼルダの伝説BotW】MAP解禁！脳筋女騎士🔥つよつよな砦発見！これは攻略するしかない...ッ！【白銀ノエル/ホロライブ】,2020-09-19 05:00:30,ゲーム
kJStCORSqJI,#10 ※枠バグ【ゼルダの伝説BotW】脳筋女騎士🔥つよつよな砦発見！これは攻略するしかない...ッ！【白銀ノエル/ホロライブ】,2020-09-19 01:37:21,ゲーム
QnOxUBD0TN8,#09【ゼルダの伝説BotW】水の神獣も攻略したし新たな場所へ！MAP埋めつつ冒険しに行こう💪✨【白銀ノエル/ホロライブ】,2020-09-17 05:00:18,ゲーム
F_6B7rMw79Q,【雑談】久々にまったり雑談🍵最近ハマってることなど！【白銀ノエル/ホロライブ】,2020-09-15 13:00:45,雑談
B9_Htb2J3bw,【歌枠】​天才の歌唱大会🌸【白銀ノエル/ホロライブ】,2020-09-14 10:01:30,歌枠
rPW2mkjBdl4,#08【ゼルダの伝説BotW】脳筋女騎士がライネル討伐(...しなくても良いってマ？！)＆水の神獣ヴァ・ルッタ攻略目指す🐘【白銀ノエル/ホロライブ】,2020-09-12 00:00:12,ゲーム
J6dCT3RA4oM,#07【ゼルダの伝説BotW】脳筋女騎士🔥ゾーラの里にたどり着きたい！【白銀ノエル/ホロライブ】,2020-09-10 10:00:39,ゲーム
MXwNITxIlGA,#06【ゼルダの伝説BotW】写真下手な陰キャ女騎士だけどフォトスポットでハイピース✌(冒険します！)【白銀ノエル/ホロライブ】,2020-09-09 14:00:40,ゲーム
4YDvVRfJrgg,【立体音響/KU100】スパチャお礼配信🌸日頃の感謝をこめて...🍒【白銀ノエル/ホロライブ】,2020-09-07 15:37:45,ASMR
1xD3MDvnBHc,【耐久歌枠】50万人見守り＆耐久🌸新機材導入しても地獄なのは変わらない🔥【白銀ノエル/ホロライブ】,2020-09-07 05:02:04,歌枠 耐久
aU8rhkdFqds,#05【ゼルダの伝説BotW】ハテノ村からおはよう☀引き続き研究所目指すッ！【白銀ノエル/ホロライブ】,2020-09-05 00:00:05,ゲーム
jegeBjMRhe8,【犬鳴トンネル】久々のホラー...まだまだ夏は終わらない...🔥【白銀ノエル/ホロライブ】,2020-09-04 15:02:22,ゲーム
fsqp-k_THcI,#04【ゼルダの伝説BotW】脳筋女騎士🔥研究所へ向かう【白銀ノエル/ホロライブ】,2020-09-02 13:00:32,ゲーム
lI8wWMLGWYA,#03【ゼルダの伝説BotW】脳筋女騎士VS謎解き🔥朝から脳みそ働かせよ！【白銀ノエル/ホロライブ】,2020-08-28 23:00:36,ゲーム
BkA0waSS-XE,【雑談】ノエパトフレお泊り裏話などなど！沢山お喋りしたい✨【白銀ノエル/ホロライブ】,2020-08-28 15:00:14,雑談
WAJ3vhDNYvU,#02【ゼルダの伝説BotW】脳筋女騎士🔥チュートリアルも終わったし冒険の始まり！【白銀ノエル/ホロライブ】,2020-08-28 07:00:12,ゲーム
4DOKrILRjxY,【ゲリラ朝活】起きるという鉄の意志🔥寝起き雑談【白銀ノエル/ホロライブ】,2020-08-26 22:10:33,雑談
GnYxpR7xMYg,【朝活RFA】団長と一緒に素敵な汗を流そう💪✨【白銀ノエル/ホロライブ】,2020-08-25 22:00:06,ゲーム
N_aSlW_78x0,#01【ゼルダの伝説BotW】完全初見！脳筋女騎士の冒険が今始まる！昼活☀【白銀ノエル/ホロライブ】,2020-08-25 05:00:13,ゲーム
ITL7uKWBX34,【歌枠】深夜のぽんこつ歌枠🌟(ある意味)安眠導入...？【白銀ノエル/ホロライブ】,2020-08-24 15:09:17,歌枠
4cQif1etXbg,【雑談】レモンサワー片手にほろよい団長🍸休日お喋りしよッ【白銀ノエル/ホロライブ】,2020-08-22 10:00:44,雑談
lPaCZ2c0bKo,【FallGuys】脳筋耐久🔥3位まではいけたから1位もいけるっしょ👀！？【白銀ノエル/ホロライブ】,2020-08-21 14:00:06,ゲーム
4HnSNWOySj4,【朝活RFA】今週もお疲れさま☀寝起きだけど一緒に身体を動かそう🔥【白銀ノエル/ホロライブ】,2020-08-20 22:00:04,ゲーム
IlCHducNSqQ,【#ノエフレオフコラボ】ほろ酔いお姉さんがワイワイ遊んじゃうゾ🔥【白銀ノエル/不知火フレア】,2020-08-19 15:10:04,ゲーム コラボ
iwdwuBkhd-k,【FallGuys】本気で1位を目指す！短時間決戦だッ💪🔥【白銀ノエル/ホロライブ】,2020-08-18 13:15:45,ゲーム
wF7w8CJffxI,【朝活】約4週間ぶりの壺男...ッ！腕なまってないかな？！【白銀ノエル/ホロライブ】,2020-08-17 22:00:13,雑談
R34WHiXK0NU,【FallGuys】初見プレイ🌹勝ちにいくぜ...【白銀ノエル/ホロライブ】,2020-08-17 13:59:57,ゲーム
RE73Alg-2WQ,【朝活RFA】最大負荷🔥初手ドラゴ！絶対に勝ってみせる💪【白銀ノエル/ホロライブ】,2020-08-16 22:01:17,ゲーム
mlwSMnDzL44,【朝活2日目】継続は力なり！負荷MAXのつよつよ筋トレしよう💪✨【白銀ノエル/ホロライブ】,2020-08-13 22:00:29,ゲーム
t0tkDn70YRQ,【世界のアソビ大全51】脳筋女騎士【白銀ノエル/ホロライブ】,2020-08-13 13:30:26,ゲーム
_0goS6P28bI,【朝活】寝起きでリングフィットアドベンチャー！朝から運動して目を覚まそう👀✨【白銀ノエル/ホロライブ】,2020-08-12 22:01:48,ゲーム
gPxg_--WOTY,【雑談】1周年3D配信ありがとう！雑談＋スパチャお礼配信🌸【白銀ノエル/ホロライブ】,2020-08-10 15:16:20,雑談
Adg4LATEvbI,【#白銀ノエル1周年】3Dでアイドル衣装あり👀？！みんな1年間ありがとう✨【白銀ノエル/ホロライブ】,2020-08-08 10:59:27,記念 3D
YpF_GLun8Wo,【1周年】みんなありがとう🌸一緒にカウントダウンしよう！【白銀ノエル/ホロライブ】,2020-08-07 14:30:24,記念
fXzdPPMIFcc,【ARK】朝活☀雪山別荘の開拓や仲間(ペット)勧誘するど！【白銀ノエル/ホロライブ】,2020-08-06 22:01:04,ゲーム
Kh2VsyWiQJw,【ARK】朝活☀雪山に別荘を作るべく素材集めだ～！！【白銀ノエル/ホロライブ】,2020-08-03 22:00:34,ゲーム
8wBV3ZvN1Jo,【Okaeri】おかえり！ただいま！なんて素敵な言葉だろう...(※ホラゲです👻)【白銀ノエル/ホロライブ】,2020-08-03 13:00:09,ゲーム
IakhUAUvc_0,【ARK】朝活☀まったり別荘地探しの雪山散策⛄【白銀ノエル/ホロライブ】,2020-08-02 22:01:09,ゲーム
TTEXq-lVq9U,【ARK】初めての2PCテスト配信🌸綺麗な世界を飛び回ろう🦖✨【白銀ノエル/ホロライブ】,2020-08-01 15:43:22,ゲーム
Tf_rMX6hY3k,【月末雑談】VRホラーのお話や新PC届いたお話🌸最後スパチャお礼します！【白銀ノエル/ホロライブ】,2020-07-30 14:01:03,雑談
VE_tRcn3eA8,【#白銀ノエルVRホラー】超絶ビビり女騎士団長...止まるんじゃねぇぞ…😎👆【白銀ノエル/ホロライブ】,2020-07-29 12:03:48,ゲーム 3D
ZGhvQs4L8Sc,【歌枠】全力で楽しむ歌枠🌸ノリと勢い100％！【白銀ノエル/ホロライブ】,2020-07-28 09:00:26,歌枠
NpYW3CheQVs,【朝活】寝起きde作業ARK✨仲間増やすべく麻酔矢作ったりなんだりッ🦖【白銀ノエル/ホロライブ】,2020-07-27 22:00:34,ゲーム
Lu7_squi2z4,【Dark Deception】ドッキリ系も苦手だけど女騎士がんばっちゃう⚔【白銀ノエル/ホロライブ】,2020-07-27 14:00:33,ゲーム
dSgK3grJZa4,【幽霊列車】幽霊なんてメイスで一撃だしィ...怖くない！！👻💦💦【白銀ノエル/ホロライブ】,2020-07-26 15:00:04,ゲーム
nGnAzZ9nc34,【立体音響】KU100で感謝のスパチャお礼配信🌸【白銀ノエル/ホロライブ】,2020-07-24 16:00:59,雑談
RJK98K8Fl9M,【ゲリラ】こんな時間に40万人いきそうってマ？！👀【白銀ノエル/ホロライブ】,2020-07-23 19:35:52,雑談 耐久
MHHYKSSuuoY,【雑談】素敵な休日🍋レモンサワー飲みながらお喋り！【白銀ノエル/ホロライブ】,2020-07-23 13:00:17,雑談
